,Draft_Year,Rk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG_PERC,3P_PERC,FT_PERC_per_Game,MP_per_Game,PTS_per_Game,TRB_per_Game,AST_per_Game,WS,WS_per_48,BPM,VORP
10,1996,11.0,GSW,Todd Fuller,North Carolina State University,5,225,2500,835,674,46,0.42200000000000004,0.0,0.6679999999999999,11.1,3.7,3.0,0.2,2.2,0.040999999999999995,-7.1,-3.2
11,1996,12.0,CLE,Vitaly Potapenko,Wright State University,11,610,11608,3995,2725,418,0.479,0.16699999999999998,0.6940000000000001,19.0,6.5,4.5,0.7,15.5,0.064,-3.5,-4.4
12,1996,13.0,CHH,Kobe Bryant,,20,1346,48637,33643,7047,6306,0.447,0.32899999999999996,0.8370000000000001,36.1,25.0,5.2,4.7,172.7,0.17,3.9,72.1
13,1996,14.0,SAC,Peja Stojakovic,,13,804,26966,13647,3782,1408,0.45,0.401,0.895,33.5,17.0,4.7,1.8,82.6,0.147,1.5,23.9
14,1996,15.0,PHO,Steve Nash,Santa Clara University,18,1217,38069,17387,3642,10335,0.49,0.428,0.904,31.3,14.3,3.0,8.5,129.7,0.16399999999999998,1.3,31.2
15,1996,16.0,CHH,Tony Delk,University of Kentucky,10,545,11702,4957,1351,1024,0.408,0.34299999999999997,0.769,21.5,9.1,2.5,1.9,19.5,0.08,-1.3,2.1
16,1996,17.0,POR,Jermaine O'Neal,,18,1011,27364,13309,7261,1369,0.467,0.147,0.715,27.1,13.2,7.2,1.4,66.0,0.11599999999999999,0.0,13.9
17,1996,18.0,NYK,John Wallace,Syracuse University,7,381,6143,2901,1061,281,0.462,0.3,0.74,16.1,7.6,2.8,0.7,6.4,0.05,-4.5,-3.8
18,1996,19.0,NYK,Walter McCarty,University of Kentucky,10,593,10374,3056,1554,670,0.392,0.34600000000000003,0.698,17.5,5.2,2.6,1.1,13.7,0.064,-1.4,1.7
19,1996,20.0,CLE,Zydrunas Ilgauskas,,13,843,22965,10976,6191,955,0.47600000000000003,0.31,0.78,27.2,13.0,7.3,1.1,66.3,0.139,0.3,13.0
20,1996,21.0,NYK,Dontae' Jones,Mississippi State University,1,15,91,44,9,5,0.33299999999999996,0.261,0.0,6.1,2.9,0.6,0.3,-0.3,-0.175,-11.8,-0.2
21,1996,22.0,VAN,Roy Rogers,University of Alabama,3,137,2309,652,483,57,0.483,0.5,0.532,16.9,4.8,3.5,0.4,1.7,0.035,-3.3,-0.7
22,1996,23.0,DEN,Efthimi Rentzias,,1,35,144,52,26,7,0.33899999999999997,0.5,0.889,4.1,1.5,0.7,0.2,0.2,0.057999999999999996,-4.7,-0.1
23,1996,24.0,LAL,Derek Fisher,University of Arkansas at Little Rock,18,1287,32719,10713,2658,3804,0.39899999999999997,0.374,0.8170000000000001,25.4,8.3,2.1,3.0,62.3,0.091,-0.9,9.3
24,1996,25.0,UTA,Martin Muursepp,,2,83,951,389,181,50,0.425,0.32299999999999995,0.693,11.5,4.7,2.2,0.6,2.0,0.1,-1.2,0.2
25,1996,26.0,DET,Jerome Williams,Georgetown University,9,587,12755,3865,3743,474,0.502,0.038,0.645,21.7,6.6,6.4,0.8,37.9,0.14300000000000002,0.8,9.0
26,1996,27.0,ORL,Brian Evans,Indiana University,3,102,1097,375,164,77,0.381,0.34299999999999997,0.82,10.8,3.7,1.6,0.8,1.7,0.076,-2.2,-0.1
27,1996,28.0,ATL,Priest Lauderdale,Central State University,2,74,525,255,143,33,0.47200000000000003,0.0,0.5539999999999999,7.1,3.4,1.9,0.4,-0.8,-0.07400000000000001,-8.0,-0.8
28,1996,29.0,CHI,Travis Knight,University of Connecticut,7,371,4566,1276,1160,224,0.43799999999999994,0.259,0.696,12.3,3.4,3.1,0.6,7.9,0.083,-1.3,0.8
31,1996,30.0,HOU,Othella Harrington,Georgetown University,12,709,13924,5212,3130,443,0.505,0.0,0.738,19.6,7.4,4.4,0.6,23.1,0.08,-3.1,-4.0
32,1996,31.0,PHI,Mark Hendrickson,Washington State University,4,114,1508,381,316,63,0.41600000000000004,0.16699999999999998,0.8029999999999999,13.2,3.3,2.8,0.6,2.1,0.067,-4.1,-0.8
33,1996,32.0,PHI,Ryan Minor,University of Oklahoma,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,1996,33.0,MIL,Moochie Norris,University of West Florida,9,445,7640,2272,868,1233,0.401,0.28600000000000003,0.74,17.2,5.1,2.0,2.8,10.0,0.063,-2.1,-0.1
35,1996,34.0,DAL,Shawn Harvey,West Virginia State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,1996,35.0,SEA,Joseph Blair,University of Arizona,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,1996,36.0,LAC,Doron Sheffer,University of Connecticut,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,1996,37.0,DEN,Jeff McInnis,University of North Carolina,11,576,15927,5396,1170,2514,0.431,0.32799999999999996,0.7959999999999999,27.7,9.4,2.0,4.4,23.1,0.07,-2.6,-2.5
39,1996,38.0,BOS,Steve Hamer,University of Tennessee,1,35,268,76,60,7,0.526,0.0,0.552,7.7,2.2,1.7,0.2,0.2,0.031,-7.5,-0.4
40,1996,39.0,PHO,Russ Millard,University of Iowa,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,1996,40.0,GSW,Marcus Mann,Mississippi Valley State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,1996,41.0,SAC,Jason Sasser,Texas Tech University,2,14,108,30,15,4,0.41200000000000003,0.33299999999999996,0.5,7.7,2.1,1.1,0.3,0.0,-0.013999999999999999,-7.0,-0.1
43,1996,42.0,HOU,Randy Livingston,Louisiana State University,11,203,2684,773,282,415,0.406,0.35100000000000003,0.7709999999999999,13.2,3.8,1.4,2.0,2.3,0.040999999999999995,-3.7,-1.2
44,1996,43.0,PHO,Ben Davis,University of Arizona,4,40,154,54,53,5,0.35600000000000004,0.0,0.462,3.9,1.4,1.3,0.1,0.1,0.04,-6.0,-0.2
45,1996,44.0,CHH,Malik Rose,Drexel University,13,813,13404,5003,3371,684,0.43700000000000006,0.177,0.743,16.5,6.2,4.1,0.8,26.5,0.095,-1.4,1.9
46,1996,45.0,SEA,Joe Vogel,Colorado State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,1996,46.0,POR,Marcus Brown,Murray State University,2,27,229,92,22,23,0.381,0.33299999999999996,0.7140000000000001,8.5,3.4,0.8,0.9,0.3,0.066,-3.2,-0.1
48,1996,47.0,SEA,Ron Riley,Arizona State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,1996,48.0,PHI,Jamie Feick,Michigan State University,5,201,4316,911,1437,139,0.424,0.4,0.629,21.5,4.5,7.1,0.7,8.2,0.091,-1.7,0.4
50,1996,49.0,ORL,Amal McCaskill,Marquette University,4,114,968,204,213,36,0.377,0.0,0.609,8.5,1.8,1.9,0.3,0.5,0.024,-4.4,-0.6
51,1996,50.0,HOU,Terrell Bell,University of Georgia,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,1996,51.0,VAN,Chris Robinson,Western Kentucky University,2,76,1095,350,117,104,0.376,0.374,0.5710000000000001,14.4,4.6,1.5,1.4,-0.1,-0.003,-4.1,-0.6
53,1996,52.0,IND,Mark Pope,University of Kentucky,6,153,1634,285,261,63,0.401,0.179,0.573,10.7,1.9,1.7,0.4,1.3,0.038,-3.2,-0.5
54,1996,53.0,MIL,Jeff Nordgaard,University of Wisconsin-Green Bay,1,13,48,18,14,3,0.278,0.0,0.889,3.7,1.4,1.1,0.2,0.0,0.043,-6.8,-0.1
55,1996,54.0,UTA,Shandon Anderson,University of Georgia,10,719,15946,5327,2252,1007,0.457,0.316,0.7390000000000001,22.2,7.4,3.1,1.4,23.6,0.071,-0.8,4.9
56,1996,55.0,WSB,Ronnie Henderson,Louisiana State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,1996,56.0,CLE,Reggie Geary,University of Arizona,2,101,931,209,82,110,0.344,0.32799999999999996,0.493,9.2,2.1,0.8,1.1,0.6,0.032,-3.2,-0.3
58,1996,57.0,SEA,Drew Barry,Georgia Institute of Technology,3,60,598,134,67,111,0.41700000000000004,0.381,0.774,10.0,2.2,1.1,1.9,0.6,0.051,-4.5,-0.4
59,1996,58.0,DAL,Darnell Robinson,University of Arkansas,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,1997,1.0,SAS,Tim Duncan,Wake Forest University,19,1392,47368,26496,15091,4225,0.506,0.179,0.696,34.0,19.0,10.8,3.0,206.4,0.209,5.5,89.3
61,1997,2.0,PHI,Keith Van Horn,University of Utah,9,575,18150,9206,3909,900,0.44299999999999995,0.361,0.835,31.6,16.0,6.8,1.6,41.7,0.11,-0.2,8.4
62,1997,3.0,BOS,Chauncey Billups,University of Colorado,17,1043,33008,15802,2992,5636,0.415,0.387,0.894,31.6,15.2,2.9,5.4,120.8,0.17600000000000002,2.5,37.6
63,1997,4.0,VAN,Antonio Daniels,Bowling Green State University,13,872,19671,6623,1613,2934,0.444,0.311,0.7929999999999999,22.6,7.6,1.8,3.4,47.0,0.115,-1.2,4.1
64,1997,5.0,DEN,Tony Battie,Texas Tech University,14,837,17649,5082,4287,522,0.488,0.162,0.69,21.1,6.1,5.1,0.6,36.4,0.099,-1.6,1.9
65,1997,6.0,BOS,Ron Mercer,University of Kentucky,8,432,13418,5892,1342,921,0.429,0.25,0.8079999999999999,31.1,13.6,3.1,2.1,9.4,0.034,-3.3,-4.3
66,1997,7.0,NJN,Tim Thomas,Villanova University,13,824,21336,9454,3379,1272,0.43700000000000006,0.369,0.758,25.9,11.5,4.1,1.5,35.2,0.079,-1.0,5.4
67,1997,8.0,GSW,Adonal Foyle,Colgate University,12,733,13060,2989,3461,344,0.47700000000000004,0.0,0.499,17.8,4.1,4.7,0.5,18.7,0.069,-0.8,3.9
68,1997,9.0,TOR,Tracy McGrady,,15,938,30658,18381,5276,4161,0.435,0.33799999999999997,0.746,32.7,19.6,5.6,4.4,97.3,0.152,4.6,50.6
69,1997,10.0,MIL,Danny Fortson,University of Cincinnati,10,440,8832,3615,3184,301,0.47200000000000003,0.16699999999999998,0.785,20.1,8.2,7.2,0.7,22.3,0.121,-3.0,-2.1
70,1997,11.0,SAC,Tariq Abdul-Wahad,San Jose State University,6,236,4807,1830,776,266,0.41700000000000004,0.237,0.703,20.4,7.8,3.3,1.1,3.5,0.035,-3.2,-1.5
71,1997,12.0,IND,Austin Croshere,Providence College,12,659,11480,4475,2649,627,0.40700000000000003,0.34,0.861,17.4,6.8,4.0,1.0,27.6,0.115,-0.5,4.3
72,1997,13.0,CLE,Derek Anderson,University of Kentucky,11,615,17975,7357,1988,2083,0.408,0.341,0.853,29.2,12.0,3.2,3.4,43.9,0.11699999999999999,0.9,13.3
73,1997,14.0,LAC,Maurice Taylor,University of Michigan,9,534,13324,5889,2452,623,0.466,0.152,0.711,25.0,11.0,4.6,1.2,9.9,0.036000000000000004,-3.8,-5.9
74,1997,15.0,DAL,Kelvin Cato,Iowa State University,10,541,10617,2960,2874,244,0.507,0.077,0.644,19.6,5.5,5.3,0.5,28.6,0.129,-0.3,4.6
75,1997,16.0,CLE,Brevin Knight,Stanford University,12,729,18176,5342,1785,4481,0.41200000000000003,0.134,0.789,24.9,7.3,2.4,6.1,32.6,0.086,-1.1,4.3
76,1997,17.0,ORL,Johnny Taylor,University of Tennessee at Chattanooga,3,54,866,256,120,26,0.402,0.39399999999999996,0.718,16.0,4.7,2.2,0.5,0.1,0.006999999999999999,-3.5,-0.3
77,1997,18.0,POR,Chris Anstey,,3,155,2157,813,534,127,0.413,0.138,0.755,13.9,5.2,3.4,0.8,2.8,0.062,-2.8,-0.4
78,1997,19.0,DET,Scot Pollard,University of Kansas,11,506,8372,2222,2351,220,0.494,0.0,0.7090000000000001,16.5,4.4,4.6,0.4,26.6,0.153,0.6,5.5
79,1997,20.0,MIN,Paul Grant,University of Wisconsin,2,16,111,29,18,3,0.44799999999999995,0.0,0.375,6.9,1.8,1.1,0.2,-0.1,-0.043,-7.8,-0.2
80,1997,21.0,NJN,Anthony Parker,Bradley University,9,494,13752,4478,1574,1129,0.444,0.40399999999999997,0.794,27.8,9.1,3.2,2.3,24.5,0.085,0.6,9.1
81,1997,22.0,ATL,Ed Gray,University of California,2,60,809,373,73,46,0.33899999999999997,0.341,0.8140000000000001,13.5,6.2,1.2,0.8,0.1,0.009000000000000001,-6.2,-0.9
82,1997,23.0,SEA,Bobby Jackson,University of Minnesota,12,755,16790,7344,2347,1945,0.41700000000000004,0.354,0.7929999999999999,22.2,9.7,3.1,2.6,31.4,0.09,-0.1,7.8
83,1997,24.0,HOU,Rodrick Rhodes,University of Southern California,3,72,1234,380,88,121,0.34700000000000003,0.2,0.62,17.1,5.3,1.2,1.7,-1.6,-0.064,-6.6,-1.4
84,1997,25.0,NYK,John Thomas,University of Minnesota,5,208,2253,560,432,60,0.502,0.0,0.591,10.8,2.7,2.1,0.3,3.2,0.067,-3.3,-0.7
85,1997,26.0,MIA,Charles Smith,University of New Mexico,5,142,1973,729,200,124,0.409,0.28800000000000003,0.606,13.9,5.1,1.4,0.9,1.5,0.036000000000000004,-1.7,0.2
86,1997,27.0,UTA,Jacque Vaughn,University of Kansas,12,776,12658,3463,1028,1919,0.429,0.35200000000000004,0.779,16.3,4.5,1.3,2.5,15.4,0.057999999999999996,-4.2,-7.1
87,1997,28.0,CHI,Keith Booth,University of Maryland,2,45,449,130,97,39,0.325,0.091,0.563,10.0,2.9,2.2,0.9,-0.8,-0.08,-6.2,-0.5
90,1997,29.0,HOU,Serge Zwikker,University of North Carolina,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,1997,30.0,MIA,Mark Sanford,University of Washington,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,1997,31.0,DET,Charles O'Bannon,"University of California, Los Angeles",2,48,399,120,67,29,0.4,0.0,0.87,8.3,2.5,1.4,0.6,0.6,0.07,-2.8,-0.1
93,1997,32.0,DEN,James Cotton,"California State University, Long Beach",2,19,92,49,16,0,0.359,0.0,0.778,4.8,2.6,0.8,0.0,0.0,0.008,-14.7,-0.3
94,1997,33.0,PHI,Marko Milic,,2,44,216,108,30,14,0.56,0.429,0.647,4.9,2.5,0.7,0.3,0.2,0.047,-2.5,0.0
95,1997,34.0,DAL,Bubba Wells,Austin Peay State University,1,39,395,128,68,34,0.414,0.16699999999999998,0.721,10.1,3.3,1.7,0.9,0.1,0.013000000000000001,-5.0,-0.3
96,1997,35.0,PHI,Kebu Stewart,"California State University, Bakersfield",1,15,110,40,31,2,0.462,0.0,0.64,7.3,2.7,2.1,0.1,0.2,0.098,-5.5,-0.1
97,1997,36.0,PHI,James Collins,Florida State University,1,23,103,59,14,3,0.382,0.45,0.5710000000000001,4.5,2.6,0.6,0.1,0.0,0.008,-5.2,-0.1
98,1997,37.0,GSW,Marc Jackson,Temple University,7,387,7572,3238,1655,311,0.446,0.226,0.8140000000000001,19.6,8.4,4.3,0.8,13.0,0.08199999999999999,-3.6,-3.1
99,1997,38.0,MIL,Jerald Honeycutt,Tulane University,2,54,632,275,105,36,0.391,0.36200000000000004,0.632,11.7,5.1,1.9,0.7,0.3,0.02,-3.8,-0.3
100,1997,39.0,SAC,Anthony Johnson,College of Charleston,13,793,15552,4432,1358,2274,0.414,0.35600000000000004,0.745,19.6,5.6,1.7,2.9,23.2,0.07200000000000001,-2.1,-0.4
101,1997,40.0,SEA,Eddie Elisma,Georgia Institute of Technology,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,1997,41.0,DEN,Jason Lawson,Villanova University,1,17,80,26,27,5,0.6,0.0,0.8,4.7,1.5,1.6,0.3,0.5,0.28,4.8,0.1
103,1997,42.0,PHO,Stephen Jackson,Butler County Community College,14,858,27398,12976,3328,2634,0.414,0.33299999999999996,0.7979999999999999,31.9,15.1,3.9,3.1,36.1,0.063,0.0,13.6
104,1997,43.0,MIN,Gordon Malone,West Virginia University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,1997,44.0,CLE,Cedric Henderson,University of Memphis,5,260,6182,1885,755,419,0.436,0.14,0.715,23.8,7.3,2.9,1.6,3.3,0.026000000000000002,-2.4,-0.7
106,1997,45.0,WAS,God Shammgod,Providence College,1,20,146,61,7,36,0.32799999999999996,0.0,0.767,7.3,3.1,0.4,1.8,-0.1,-0.049,-9.6,-0.3
107,1997,46.0,ORL,Eric Washington,University of Alabama,2,104,2300,716,216,108,0.402,0.34600000000000003,0.757,22.1,6.9,2.1,1.0,0.1,0.002,-3.7,-1.0
108,1997,47.0,POR,Alvin Williams,Villanova University,9,460,12610,4161,1140,1877,0.42100000000000004,0.313,0.76,27.4,9.0,2.5,4.1,21.7,0.08199999999999999,-0.9,3.6
109,1997,48.0,WAS,Predrag Drobnjak,,4,278,5542,2187,973,225,0.425,0.34,0.799,19.9,7.9,3.5,0.8,5.6,0.048,-4.2,-3.1
110,1997,49.0,ATL,Alain Digbeu,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,1997,50.0,ATL,Chris Crawford,Marquette University,7,252,3985,1654,547,154,0.43700000000000006,0.34700000000000003,0.8240000000000001,15.8,6.6,2.2,0.6,6.5,0.078,-2.9,-0.9
112,1997,51.0,LAL,DeJuan Wheat,University of Louisville,2,80,740,265,56,127,0.38299999999999995,0.39,0.7,9.3,3.3,0.7,1.6,0.5,0.034,-4.4,-0.4
113,1997,52.0,VAN,C.J. Bruton,Indian Hills Community College,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,1997,53.0,LAL,Paul Rogers,Gonzaga University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,1997,54.0,SEA,Mark Blount,University of Pittsburgh,9,605,13981,4941,2784,513,0.504,0.359,0.723,23.1,8.2,4.6,0.8,18.8,0.065,-2.4,-1.4
116,1997,55.0,BOS,Ben Pepper,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,1997,56.0,UTA,Nate Erdmann,University of Oklahoma,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,1997,57.0,CHI,Roberto Duenas,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,1998,1.0,LAC,Michael Olowokandi,University of the Pacific,9,500,13129,4135,3414,327,0.435,0.0,0.597,26.3,8.3,6.8,0.7,2.5,0.009000000000000001,-4.5,-8.3
120,1998,2.0,VAN,Mike Bibby,University of Arizona,14,1001,33962,14698,3103,5517,0.436,0.379,0.802,33.9,14.7,3.1,5.5,73.2,0.10400000000000001,0.5,21.2
121,1998,3.0,DEN,Raef LaFrentz,University of Kansas,10,563,14545,5690,3423,606,0.466,0.363,0.711,25.8,10.1,6.1,1.1,39.4,0.13,1.5,12.8
122,1998,4.0,TOR,Antawn Jamison,University of North Carolina,16,1083,37638,20042,8157,1761,0.451,0.34600000000000003,0.7240000000000001,34.8,18.5,7.5,1.6,87.8,0.11199999999999999,-0.2,17.4
123,1998,5.0,GSW,Vince Carter,University of North Carolina,19,1333,42737,24441,6095,4481,0.43799999999999994,0.374,0.799,32.1,18.3,4.6,3.4,121.6,0.13699999999999998,3.0,54.3
124,1998,6.0,DAL,Robert Traylor,University of Michigan,7,438,6243,2085,1640,312,0.474,0.16699999999999998,0.5770000000000001,14.3,4.8,3.7,0.7,13.3,0.102,0.3,3.6
125,1998,7.0,SAC,Jason Williams,University of Florida,12,788,23188,8266,1810,4611,0.39799999999999996,0.327,0.813,29.4,10.5,2.3,5.9,38.5,0.08,-0.7,7.8
126,1998,8.0,PHI,Larry Hughes,Saint Louis University,13,727,22368,10242,3039,2290,0.406,0.309,0.757,30.8,14.1,4.2,3.1,32.3,0.069,-0.3,9.7
127,1998,9.0,MIL,Dirk Nowitzki,,19,1380,48306,30058,10811,3477,0.473,0.381,0.879,35.0,21.8,7.8,2.5,200.9,0.2,3.4,66.1
128,1998,10.0,BOS,Paul Pierce,University of Kansas,19,1331,45756,26364,7497,4700,0.445,0.369,0.807,34.4,19.8,5.6,3.5,150.0,0.157,3.3,61.6
129,1998,11.0,DET,Bonzi Wells,Ball State University,10,591,15133,7147,2737,1249,0.46,0.327,0.6970000000000001,25.6,12.1,4.6,2.1,29.4,0.09300000000000001,0.4,9.3
130,1998,12.0,ORL,Michael Doleac,University of Utah,10,587,8789,2882,1955,343,0.439,0.125,0.7909999999999999,15.0,4.9,3.3,0.6,12.7,0.07,-3.7,-3.8
131,1998,13.0,ORL,Keon Clark,"University of Nevada, Las Vegas",6,353,7971,2882,2096,322,0.5,0.053,0.645,22.6,8.2,5.9,0.9,18.2,0.11,-0.1,3.8
132,1998,14.0,HOU,Michael Dickerson,University of Arizona,5,212,7490,3257,609,553,0.43200000000000005,0.402,0.784,35.3,15.4,2.9,2.6,9.6,0.061,-1.2,1.6
133,1998,15.0,ORL,Matt Harpring,Georgia Institute of Technology,11,665,17584,7645,3366,907,0.48100000000000004,0.33299999999999996,0.753,26.4,11.5,5.1,1.4,41.9,0.114,-0.1,8.2
134,1998,16.0,HOU,Bryce Drew,Valparaiso University,6,243,3970,1081,295,524,0.382,0.371,0.83,16.3,4.4,1.2,2.2,2.4,0.03,-4.6,-2.6
135,1998,17.0,MIN,Rasho Nesterovic,,12,811,17983,5519,4143,836,0.502,0.077,0.585,22.2,6.8,5.1,1.0,39.9,0.107,0.4,11.0
136,1998,18.0,HOU,Mirsad Turkcan,,1,17,90,33,33,5,0.368,0.0,0.625,5.3,1.9,1.9,0.3,0.0,-0.019,-6.0,-0.1
137,1998,19.0,MIL,Pat Garrity,University of Notre Dame,10,552,11062,4017,1457,443,0.41700000000000004,0.39799999999999996,0.8059999999999999,20.0,7.3,2.6,0.8,18.7,0.081,-1.8,0.7
138,1998,20.0,ATL,Roshown McLeod,Duke University,3,113,2130,817,308,124,0.409,0.111,0.8190000000000001,18.8,7.2,2.7,1.1,0.2,0.004,-5.0,-1.6
139,1998,21.0,CHH,Ricky Davis,University of Iowa,12,736,21927,9912,2550,2426,0.446,0.361,0.7809999999999999,29.8,13.5,3.5,3.3,28.0,0.061,-0.8,6.5
140,1998,22.0,LAC,Brian Skinner,Baylor University,14,608,10910,2876,2841,288,0.494,0.33299999999999996,0.5660000000000001,17.9,4.7,4.7,0.5,15.8,0.07,-2.4,-1.0
141,1998,23.0,DEN,Tyronn Lue,University of Nebraska,11,554,12564,4710,943,1727,0.43700000000000006,0.391,0.8290000000000001,22.7,8.5,1.7,3.1,19.7,0.075,-2.8,-2.5
142,1998,24.0,SAS,Felipe Lopez,St. John's University,4,249,4145,1448,604,252,0.43200000000000005,0.327,0.659,16.6,5.8,2.4,1.0,3.1,0.036000000000000004,-2.7,-0.7
143,1998,25.0,IND,Al Harrington,,16,981,28009,13237,5482,1649,0.444,0.35200000000000004,0.727,28.6,13.5,5.6,1.7,42.5,0.073,-1.2,5.5
144,1998,26.0,LAL,Sam Jacobson,University of Minnesota,3,68,752,283,80,36,0.511,0.36,0.7390000000000001,11.1,4.2,1.2,0.5,1.1,0.071,-3.5,-0.3
145,1998,27.0,SEA,Vladimir Stepania,,6,270,3726,1118,1180,94,0.425,0.133,0.536,13.8,4.1,4.4,0.3,5.2,0.067,-3.9,-1.8
146,1998,28.0,CHI,Corey Benjamin,Oregon State University,4,153,2191,835,259,143,0.39,0.289,0.652,14.3,5.5,1.7,0.9,-0.9,-0.019,-5.6,-2.0
147,1998,29.0,UTA,Nazr Mohammed,University of Kentucky,18,1005,15891,5827,4708,375,0.486,0.0,0.64,15.8,5.8,4.7,0.4,34.3,0.10400000000000001,-2.5,-2.0
150,1998,30.0,DAL,Ansu Sesay,University of Mississippi,4,127,1301,401,223,62,0.434,0.276,0.64,10.2,3.2,1.8,0.5,1.4,0.051,-3.3,-0.4
151,1998,31.0,LAL,Ruben Patterson,University of Cincinnati,10,649,15955,6953,2697,1150,0.517,0.179,0.6409999999999999,24.6,10.7,4.2,1.8,35.1,0.106,0.9,11.8
152,1998,32.0,SEA,Rashard Lewis,,16,1049,33541,15579,5433,1765,0.452,0.386,0.805,32.0,14.9,5.2,1.7,90.9,0.13,2.0,34.1
153,1998,33.0,SEA,Jelani McCoy,"University of California, Los Angeles",8,260,3824,1200,921,135,0.539,0.0,0.49,14.7,4.6,3.5,0.5,5.1,0.064,-3.1,-1.1
154,1998,34.0,CHI,Shammond Williams,University of North Carolina,7,325,5351,1892,518,765,0.401,0.366,0.7979999999999999,16.5,5.8,1.6,2.4,8.8,0.079,-2.3,-0.4
